Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
137203,B001P05K7M,A2HDT0851QFZEB,mower1000,0,0,5,1271894400,Favorite part of my dog's day,"My 60lb Siberian Husky loves these chews. It is the favorite part of her meal. I'm not sure that they really remove plaque that well; we've been using them for years, yet we still have to get her teeth cleaned annually."
10549,B000LKXG8W,A1Q8C9WULWU51T,KatieKatie,0,0,4,1312848000,Thumbs-up from the kid,"My 6 year old is on the GFCF diet and is picky. This is definitely not mac & cheese, but the flavor is similar and he gobbled it up. He can have ghee because it's casein free & I think that made a big difference in the flavor. I'm happy to have another thermos meal for his school lunches."
507193,B00127T7TK,A3VHKQRIHCSK90,"CunningMagpie ""Jake""",4,4,5,1294012800,Tasty,I got a snow cone maker for christmas and was psyched!!!  I tried a cone with orange soda and was disgusted with the result but finally i tried these flavors... THEY ARE AMAZING!!!  Blue raspberry was by far the best with grape being the second best!  I RECOMMEND THIS TO EVERY ONE!!! IT IS SOOOOOOOOO GOOD!
480860,B000KOQDJI,A3ENN12GLNTUAF,"J. Kennel ""marriagefanatic""",1,1,5,1274227200,Great deal on here!,"These smaller cans of French's French fried onions are getting scarce and more expensive in stores, so at $2.37 apiece this is a GREAT deal!<br /><br />$2.37 is with Amazon Prime shipping, which is really worth it.  These onions are best known for green bean casserole, but they are delicious on other casseroles, on salads, on baked potatoes, on hamburgers and other sandwiches, and on top of chilis and soups.  Get these while you can--they really liven up a boring meal.<br /><br />[...]"
239647,B0029XMGIA,A30OCT7NY4TUWM,love chocolate,2,2,5,1285286400,Great customer service!!!,"I purchased this product as a gift and the shipper left it on the porch in Florida and it spoiled.  ""For the Gourmet"" shipped a replacement immediately! Great company to do business with!!!"
78501,B00497ZQTU,ASXAR94F36G7A,"scribblemania ""dogtooth""",0,0,5,1311120000,SO GOOD,Just like the granny smith kind but with a light dusting of sour powder. Ate the whole box of 12 in approx. 3 days. PLEASE BRING THIS ITEM BACK!!
290308,B004LQJJOW,A37GFKV81AL1VF,D. Miyao,4,5,4,1312329600,Very good flavor.  I like that Soda Stream is making new flavors.,"I think SodaStream will have more success making new flavors rather than trying to imitate other types of drinks like coke, diet coke, and root beer.  I think our taste buds are geared towards the normal brands like Coke and Pepsi.  This new flavor, currant and pear has a nice gentle flavor.  It is not over powering, similar flavor to Hanson's soda.  I will definitely try more of these new flavors after trying this one."
515848,B005HUVI0E,AOAW6TE0NE505,John,1,1,3,1332288000,bitter,"I like my coffee strong, and Newman's Own Special Blend is that, however, I'm not crazy about the slight bitter taste. Smooth and strong would be better, so maybe next time I'll look for something along those lines...."
238047,B002WDCAJ2,A10OF78KE9C1FA,"Mimi Kiest ""SexyShoegirl""",0,0,4,1343952000,Yes!!! Just like a cup from the store..... BUT,"Ok, so it does taste just like a cup of coffee from the Starbucks store and unfortunately it is no longer avail for the Tassimo machine.  I bought the other machine and although now Starbucks offers the cups for that machine it does not come close to the taste you get from the Tassimo, Starbucks coffee or not!  BUT more importantly, what is the reason for the $700 plus tag on these, it's not gold people, it's not a cure for cancer is coffee!  Unfortunate how there are those who think they can take advantage of others....."
232760,B000E243R0,A2QMNYDC8IAYD2,Arthur F. Shunk,2,3,1,1179014400,Protein chips = bleech,"The spicy flavoring on the chips is not bad and the chips are nice and crunchy.  The chips themselves though, taste terrible.  Somewhere between plain flour and dirt with a chemical tinge.  No thanks."
374258,B000G7YRS8,A3D0VGESU889JH,Deborah Nagel,1,1,1,1196208000,not so much....,I was very disappointed. They were in pieces and seemed stale. Yuck. Not like the ones from Lundberg that I get at WF Market. Maybe I can make some GF granola or party mix out of them if I toast them in the oven first. A real bummer...
104526,B000FPFC3K,A26A7W53VU3ZK3,D. Wisdom,5,5,5,1168473600,Great alternative for allergy sufferers,My 3 yr old son has dairy and egg allergies so hard to find good cookie substitutes.  He loves these.  You can't roll them out and use cookie cutters but can still decorate with sprinkles.<br /><br />I think they're a pretty good substitute too.  I originally made these with a soy margarine that I later noticed had trans fats.  Now I use a heart healthy one without trans fats.  The cookies aren't as moist but they're healthier.<br /><br />I've also tried the chocolate chip cookies and they are awesome.  The brownies were good but more cakelike.  The pancakes were good but need extra flavoring like blueberries.
507689,B000LKZ2SY,A24B4CP03WMU8Q,Ravenwings,0,0,5,1291075200,Good cereal,"I had been using happy belly baby cereal since Gavin was 4 months old, but decided to switch it up and offer him some new grains. I chose this cereal because it includes barley in the mix, which I like alot. Gavin really likes the taste, eats it up just fine. It is a finer cereal than happy belly, and can get a little gelatinous, but Gavin doesn't seem to mind (he hates Gerber baby cereals, however). I like to add mashed fruit, canned pumpkin  or spices (especially cinnamon and ginger) to the cereal to keep it interesting."
425508,B001D8RP4C,A1723LMX4HHXLL,David N,0,0,5,1336953600,Very good mix,"This is a really good starter mix for Chicken although I prefer to tweak the cooking instructions slightly.  You can reduce the amount of oil by half and cut back on the water too if you don't want it as soupy. You can also add in some plain yogurt or sour cream to make the sauce creamier if you prefer.  But, overall, its a very good mix and easy to make.  There is some prep time involved with mincing garlic, onion, ginger, etc. But it's not hard to do.  You can also reduce the recipe by half and use half a package of seasoning (still use one whole can of tomato sauce but little or no water) and it comes out great.  The mix is set up to use 2 lbs of chicken which is a lot for one or two people.  Also, since the packet lists all of the ingredients, if you are a half way decent cook you can  buy the spices in bulk and save money by mixing it yourself."
404049,B003FDG4K4,A22GXZP67W68AC,Lisa,2,2,1,1350000000,HORRIBLE change to the original orgain,"I had my whole family hooked on Orgain. I made my kids drink one every morning with their breakfast. It was my breakfast every morning as well as my husbands. We loved Orgain so much that we had several cases auto shipped to us every month. Then a couple months ago, we thought we got a bad batch of the iced mocha and so we returned them and tried getting them locally in a store by us. Same horrific taste. At the same time, we were dropped from the auto ship program and it was getting harder to find it in the local stores in that flavor so we assumed they changed the formula but the Vitamin Shoppe had no idea and there was no indication on the packaging saying that there were any changes made. So, we tried switching to the chocolate fudge. It was delicious so we just changed our auto ship to the new flavor and for a couple months got by with the chocolate fudge. Then, we got dropped from the auto ship again and had a harder time finding it in the stores. Apparently, they changed the chocolate fudge formula also. I just got 2 new cases and they have that same DISGUSTING taste that the iced mocha had. Needless to say we can't drink it anymore, will be returning what we have and actively trying to find a replacement drink. I can't tell you how disappointed we are. All I can say is that unless they change the formula back, I'll never buy it again. It isn't even drinkable. It's absolutely revolting!"
404057,B003FDG4K4,A3EFSLEMHNPP6A,Senor Zoidbergo,2,2,5,1322438400,"FINALLY, Amazon offers Prime Shipping for the Mocha Flavor","I am a huge fan of Orgain; stumbled upon it a few months ago accidentally, when I was looking for an organic, high quality meal replacement/protein drink with no artificial sweeteners.  I don't like stevia either.  I love the ingredients list on Orgain- organic whey & milk proteins!!, brown rice syrup to avoid that sugar crash, and a great blend of vegetables and fruits.  I can't even tell from drinking that it contains kale, beet, spinach, carrots, and tomatoes.  The 16g of protein per asceptic container is perfect and ideally sized.<br /><br />I purchase at least 5-6 cases of Orgain a month, because I drink 2-3 a day.  At least 1 as a post-workout shake, and the others as meal supplements.  Orgain also helps me stay awake at night for evening classes, and are more preferable to consuming Red Bull or 5-hour energy drinks.  I credit Orgain (along with a healthy diet) for helping me lose weight and pursue my fitness goals.<br /><br />Big fan of the sweet vanilla and chocolate flavors, was hoping to try the Cafe Mocha flavor, but Amazon didn't offer any with Prime shipping...until now!  The coffee flavor is delicious; there's a slight coffee-ish aftertaste, but I like it.  Its flavor profile lies somewhere between the more neutral vanilla and the stronger chocolate flavors.  There's also no caffeine in the Mocha varieties.  Unlike the vanilla flavor, I'm happy to report that the Mocha flavors do not seem prone to  whey protein aggregation.<br /><br />Do yourself a favor and grab a Cafe Mocha Orgain!  Pop it in the fridge, and it'll be like drinking a nice iced coffee from Starbucks, but much healthier.  Just a final caveat; the Cafe Mocha flavor seems very popular, and frequently goes out of stock.  Buy it when you can!"
469641,B0026KFWTQ,A16PUD6V3KAZ0Q,"B. Caruso ""The Happy Aspie""",0,0,5,1289260800,Unexpected combination is FANTASTIC!,"Faerie's Finest Vanilla Sea Salt was a recent birthday gift.  Since I opened it (the version I have came in a refillable grinder) I have been grinding Vanilla Sea Salt on everything.<br /><br />As one is grinding the salt, the smell of vanilla drifts up and is quite soothing and intriguing.  The flavor, once incorporated into food, is very mild.  It is not a ""dessert""-y vanilla flavor, due to the sea salt, but when sampled in a bowl of hearty turkish chicken-lemon-egg-rice soup the vanilla smoothed out the lemon flavor a bit- made it almost silky and buttery rather than tart (I put in a little too much lemon this go around)... I had filet mignon and sprinkled a little of the vanilla sea salt on the filet and I think that vanilla sea salt was made for this purpose... Absolute perfection!<br /><br />Fantastic blend, fantastic packaging.  I'm one happy salt fanatic!"
